,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,lab
635,636,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,4,F,call,5,9,4,8,5,2
636,637,6,Detractor,N,4,1,Married,Tier1,Card,1,M,call,8,7,1,2,6,2
641,642,8,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,7,10,2,4,6,2
643,644,4,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,6,10,6,4,2,2
646,647,1,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,6,7,9,7,1,2
649,650,2,Detractor,N,4,4,Not Married,Tier2,e-Wallet,1,F,call,10,9,9,1,1,2
652,653,0,Detractor,N,4,10,Married,Tier2,Card,5,M,call,10,9,8,7,6,2
653,654,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,7,9,3,8,3,2
655,656,1,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,call,8,7,10,7,6,2
661,662,4,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,2,9,3,2,4,2
667,668,6,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,2,8,10,3,4,2
670,671,5,Detractor,N,4,10,Married,Tier2,Cash,3,M,call,10,6,2,4,6,2
671,672,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,6,F,call,7,9,8,8,5,2
672,673,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,7,10,5,9,6,2
677,678,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,5,6,3,9,3,2
678,679,8,Passives,Y,4,1,Married,Tier1,Cash,3,M,e-comm,3,8,2,2,2,2
689,690,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,5,8,7,3,6,2
690,691,2,Detractor,N,4,8,Married,Tier1,Cash,7,M,call,4,6,5,7,4,2
692,693,7,Passives,N,4,4,Married,Tier3,Card,7,M,call,4,10,5,3,6,2
693,694,0,Detractor,N,4,1,Not Married,Tier1,e-Wallet,7,F,call,6,7,7,10,1,2
694,695,5,Detractor,N,4,3,Married,Tier2,Cash,4,M,call,4,6,4,4,2,2
695,696,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,5,F,call,7,9,5,9,2,2
697,698,3,Detractor,N,4,6,Not Married,Tier2,e-Wallet,4,F,call,2,9,4,1,4,2
698,699,9,Promoter,N,4,8,Married,Tier3,Cash,7,M,call,8,9,1,7,2,2
699,700,0,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,3,F,call,5,9,4,4,6,2
700,701,4,Detractor,N,4,2,Married,Tier2,Card,3,M,call,2,8,6,5,4,2
701,702,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,5,9,2,3,1,2
702,703,5,Detractor,N,4,7,Married,Tier1,Cash,5,M,call,10,10,8,9,1,2
703,704,3,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,call,3,10,4,7,2,2
706,707,2,Detractor,N,4,6,Married,Tier2,Cash,7,M,call,4,10,2,1,2,2
711,712,1,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,7,F,call,4,9,6,9,4,2
714,715,1,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,7,10,7,9,1,2
726,727,4,Detractor,N,4,4,Married,Tier1,Cash,7,M,call,1,6,3,8,2,2
729,730,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,7,F,call,8,9,2,5,2,2
732,733,3,Detractor,N,4,2,Married,Tier1,Card,6,M,call,7,8,5,4,4,2
742,743,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,2,8,4,3,6,2
743,744,8,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,6,6,3,2,2,2
745,746,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,9,9,2,3,3,2
748,749,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,4,10,4,3,5,2
751,752,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,7,F,call,3,5,7,4,1,2
753,754,2,Detractor,N,4,4,Not Married,Tier1,e-Wallet,7,F,call,2,9,7,2,4,2
754,755,5,Detractor,N,4,4,Married,Tier2,Cash,2,M,call,3,6,4,7,6,2
756,757,6,Detractor,N,4,9,Married,Tier1,Card,4,M,call,5,6,6,6,6,2
759,760,3,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,8,2,2,2
761,762,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,4,F,call,7,8,5,4,6,2
766,767,0,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,7,9,10,5,4,2
768,769,4,Detractor,N,4,1,Married,Tier1,Card,7,M,call,8,7,10,5,1,2
769,770,5,Detractor,N,4,2,Not Married,Tier2,e-Wallet,6,F,call,9,9,4,1,6,2
773,774,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,6,F,call,5,7,8,10,5,2
774,775,6,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,1,8,5,8,2,2
780,781,5,Detractor,N,4,8,Married,Tier1,Card,4,M,call,1,8,7,3,3,2
784,785,4,Detractor,N,4,8,Married,Tier2,Card,4,M,call,7,9,3,4,3,2
785,786,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,6,F,call,6,10,1,8,3,2
787,788,0,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,3,8,5,2,5,2
788,789,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,6,8,4,9,5,2
789,790,6,Detractor,N,4,6,Not Married,Tier1,e-Wallet,2,F,call,1,6,10,1,5,2
790,791,7,Passives,Y,4,6,Married,Tier2,Cash,5,M,m-comm,10,9,9,2,5,2
798,799,5,Detractor,N,4,3,Married,Tier1,Cash,1,M,call,9,7,3,1,1,2
799,800,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,1,10,1,1,5,2
800,801,7,Passives,N,4,10,Married,Tier3,Card,3,M,call,7,8,8,3,7,2
801,802,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,7,10,5,8,3,2
805,806,0,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,8,9,10,9,4,2
807,808,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,7,F,call,5,8,2,7,6,2
815,816,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,4,10,8,3,5,2
816,817,5,Detractor,N,4,6,Married,Tier1,Card,4,M,call,9,8,10,3,1,2
821,822,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,7,F,call,4,8,8,3,5,2
823,824,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,3,F,call,10,9,2,10,5,2
826,827,2,Detractor,N,4,6,Married,Tier2,Cash,2,M,call,8,9,6,10,6,2
831,832,3,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,2,4,2,2
832,833,1,Detractor,N,4,9,Married,Tier2,Card,7,M,call,7,7,1,5,6,2
833,834,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,4,F,call,4,6,10,8,1,2
837,838,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,10,9,9,9,3,2
839,840,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,8,9,3,8,1,2
843,844,4,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,3,7,6,2
846,847,4,Detractor,N,4,10,Married,Tier1,Cash,5,M,call,5,6,7,9,3,2
848,849,7,Passives,N,4,2,Married,Tier3,Card,3,M,call,5,6,10,6,1,2
850,851,5,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,10,7,8,9,2,2
852,853,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,5,6,2,9,4,2
855,856,6,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,1,F,call,4,10,7,2,2,2
858,859,5,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,4,10,5,1,1,2
860,861,7,Passives,N,4,1,Married,Tier3,Card,2,M,call,5,6,1,1,6,2
863,864,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,8,5,3,2,3,2
865,866,0,Detractor,N,4,10,Not Married,Tier2,e-Wallet,3,F,call,7,6,7,4,5,2
873,874,7,Passives,N,4,2,Not Married,Tier1,e-Wallet,1,F,e-comm,1,10,3,9,2,2
880,881,5,Detractor,N,4,1,Married,Tier2,Card,4,M,call,1,9,7,3,3,2
888,889,6,Detractor,N,4,6,Married,Tier1,Card,1,M,call,1,6,1,5,4,2
889,890,3,Detractor,N,4,2,Not Married,Tier2,e-Wallet,2,F,call,6,10,4,8,4,2
890,891,9,Promoter,N,4,5,Married,Tier3,Cash,1,M,call,5,8,1,4,1,2
892,893,3,Detractor,N,4,7,Married,Tier2,Card,1,M,call,10,8,4,5,4,2
895,896,1,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,4,F,call,2,10,9,1,6,2
898,899,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,4,7,9,7,6,2
899,900,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,2,F,call,4,7,8,2,6,2
900,901,7,Passives,Y,4,6,Married,Tier1,Card,1,M,e-comm,7,9,5,4,1,2
903,904,4,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,9,10,2,7,6,2
907,908,0,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,call,1,10,7,1,1,2
910,911,3,Detractor,N,4,10,Married,Tier2,Cash,1,M,call,1,10,8,6,6,2
912,913,6,Detractor,N,4,7,Married,Tier1,Card,3,M,call,6,9,1,1,4,2
913,914,5,Detractor,N,4,10,Not Married,Tier2,e-Wallet,5,F,call,3,10,8,4,2,2
915,916,3,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,5,F,call,5,7,2,4,3,2
916,917,5,Detractor,N,4,4,Married,Tier2,Card,5,M,call,6,8,5,7,3,2
917,918,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,1,F,call,6,6,5,7,4,2
921,922,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,8,8,1,9,2,2
922,923,6,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,3,7,6,4,6,2
925,926,1,Detractor,N,4,3,Not Married,Tier2,e-Wallet,3,F,call,3,8,1,3,1,2
926,927,9,Promoter,N,4,9,Married,Tier3,Cash,7,M,call,8,8,5,10,3,2
936,937,7,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,2,9,1,7,2,2
937,938,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,7,F,call,8,10,7,1,1,2
940,941,2,Detractor,N,4,7,Married,Tier2,Card,7,M,call,9,8,10,1,5,2
943,944,2,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,1,7,9,7,3,2
946,947,7,Passives,Y,4,7,Married,Tier2,Cash,5,M,m-comm,2,8,10,2,4,2
948,949,6,Detractor,N,4,8,Married,Tier1,Card,6,M,call,3,10,6,7,3,2
949,950,2,Detractor,N,4,6,Not Married,Tier2,e-Wallet,2,F,call,1,6,9,8,3,2
951,952,0,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,4,F,call,2,9,8,5,6,2
952,953,4,Detractor,N,4,9,Married,Tier2,Card,2,M,call,5,10,8,2,3,2
964,965,3,Detractor,N,4,3,Married,Tier2,Card,2,M,call,9,6,5,6,1,2
966,967,3,Detractor,N,4,7,Married,Tier1,Cash,1,M,call,5,8,3,6,6,2
967,968,6,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,4,10,10,2,4,2
970,971,2,Detractor,N,4,7,Married,Tier2,Cash,3,M,call,7,9,1,7,6,2
973,974,5,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,2,9,9,8,5,2
974,975,9,Promoter,N,4,2,Married,Tier3,Cash,3,M,call,8,6,6,7,4,2
981,982,5,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,7,9,9,9,5,2
986,987,9,Promoter,N,4,10,Married,Tier3,Cash,1,M,call,8,6,1,9,1,2
992,993,7,Passives,Y,4,1,Married,Tier3,Card,4,M,call,7,10,1,7,4,2
998,999,9,Promoter,N,4,1,Married,Tier3,Cash,7,M,call,6,8,4,10,3,2
1000,1001,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,3,8,3,2,6,2
1001,1002,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,7,9,1,10,4,2
1003,1004,3,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,1,F,call,5,7,6,2,1,2
1005,1006,3,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,1,5,2,9,2,2
1006,1007,4,Detractor,N,4,9,Married,Tier2,Cash,5,M,call,10,9,10,9,4,2
1009,1010,5,Detractor,N,4,4,Not Married,Tier2,e-Wallet,6,F,call,1,9,7,7,3,2
1010,1011,7,Passives,N,4,5,Married,Tier3,Cash,3,M,call,5,10,7,8,5,2
1012,1013,3,Detractor,N,4,6,Married,Tier2,Card,3,M,call,8,9,8,1,6,2
1015,1016,2,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,3,7,1,2,5,2
1020,1021,2,Detractor,N,4,6,Married,Tier1,Card,3,M,call,3,10,1,1,2,2
1023,1024,2,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,call,3,6,3,1,1,2
1024,1025,1,Detractor,N,4,4,Married,Tier2,Card,3,M,call,7,6,2,2,2,2
1026,1027,8,Passives,Y,4,9,Married,Tier1,Cash,5,M,e-comm,7,10,9,4,4,2
1031,1032,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,2,F,call,7,7,9,10,7,2
1033,1034,7,Passives,N,4,3,Not Married,Tier2,e-Wallet,6,F,m-comm,9,7,8,5,3,2
1034,1035,7,Passives,Y,4,8,Married,Tier3,Cash,5,M,call,6,10,6,4,2,2
1035,1036,1,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,4,F,call,5,9,6,10,3,2
1039,1040,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,5,F,call,7,9,1,4,4,2
1041,1042,6,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,5,8,7,8,2,2
1042,1043,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,6,10,10,5,2,2
1047,1048,3,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,7,F,call,3,9,6,7,3,2
1048,1049,4,Detractor,N,4,3,Married,Tier2,Card,1,M,call,4,6,7,6,3,2
1051,1052,1,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,3,7,1,10,6,2
1053,1054,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,1,5,7,1,1,2
1060,1061,6,Detractor,N,4,8,Married,Tier2,Card,2,M,call,1,10,6,8,3,2
1061,1062,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,4,F,call,4,9,5,4,7,2
1063,1064,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,4,F,call,8,8,6,8,2,2
1065,1066,4,Detractor,N,4,6,Not Married,Tier1,e-Wallet,1,F,call,3,7,5,5,4,2
1066,1067,6,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,6,6,3,4,6,2
1075,1076,4,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,1,9,2,3,2,2
1077,1078,1,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,9,8,8,10,4,2
1085,1086,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,2,F,call,7,9,10,6,8,2
1087,1088,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,2,9,1,8,4,2
1088,1089,7,Passives,N,4,4,Married,Tier3,Card,3,M,call,4,6,5,6,1,2
1091,1092,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,3,F,call,5,10,6,10,8,2
1093,1094,3,Detractor,N,4,10,Not Married,Tier2,e-Wallet,6,F,call,1,7,5,9,1,2
1110,1111,4,Detractor,N,4,10,Married,Tier1,Cash,1,M,call,10,6,7,6,2,2
1114,1115,2,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,2,8,5,6,6,2
1116,1117,6,Detractor,N,4,7,Married,Tier1,Card,1,M,call,8,9,6,10,5,2
1117,1118,1,Detractor,N,4,4,Not Married,Tier2,e-Wallet,3,F,call,4,8,8,3,3,2
1118,1119,7,Passives,N,4,6,Married,Tier3,Cash,3,M,call,4,6,2,3,1,2
1119,1120,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,5,7,4,3,2,2
1121,1122,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,1,F,call,6,9,1,5,4,2
1122,1123,8,Passives,Y,4,10,Married,Tier1,Cash,4,M,e-comm,2,5,4,5,3,2
1124,1125,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,8,10,3,8,2,2
1127,1128,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,8,7,10,7,2,2
1129,1130,5,Detractor,N,4,8,Not Married,Tier2,e-Wallet,1,F,call,7,6,5,7,4,2
1130,1131,7,Passives,N,4,8,Married,Tier3,Cash,6,M,call,4,9,7,7,3,2
1131,1132,4,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,3,F,call,10,9,9,3,3,2
1132,1133,1,Detractor,N,4,3,Married,Tier2,Card,3,M,call,3,9,2,10,1,2
1135,1136,5,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,5,6,8,8,3,2
1136,1137,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,8,8,7,4,4,2
1140,1141,3,Detractor,N,4,3,Married,Tier1,Card,5,M,call,3,6,6,1,1,2
1141,1142,0,Detractor,N,4,4,Not Married,Tier2,e-Wallet,7,F,call,3,9,5,9,1,2
1143,1144,4,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,6,F,call,8,9,9,6,4,2
1145,1146,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,7,10,4,1,1,2
1153,1154,1,Detractor,N,4,1,Not Married,Tier2,e-Wallet,7,F,call,9,8,5,10,6,2
1155,1156,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,7,10,3,1,3,2
1158,1159,3,Detractor,N,4,1,Married,Tier1,Cash,1,M,call,10,7,5,10,4,2
1170,1171,5,Detractor,N,4,7,Married,Tier1,Cash,2,M,call,1,7,7,6,2,2
1171,1172,5,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,call,9,6,2,8,5,2
1172,1173,7,Passives,N,4,2,Married,Tier3,Card,1,M,call,4,10,7,2,5,2
1174,1175,7,Passives,Y,4,7,Married,Tier2,Cash,3,M,m-comm,3,10,7,5,7,2
1178,1179,7,Passives,N,4,8,Married,Tier3,Cash,5,M,call,6,7,1,5,1,2
1179,1180,0,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,8,3,2,2
1181,1182,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,10,6,2,3,2
1186,1187,2,Detractor,N,4,8,Married,Tier2,Cash,3,M,call,1,10,2,6,1,2
1187,1188,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,5,9,4,6,3,2
1191,1192,5,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,2,5,9,1,1,2
1194,1195,5,Detractor,N,4,2,Married,Tier1,Cash,5,M,call,1,10,9,5,6,2
1196,1197,7,Passives,N,4,9,Married,Tier3,Card,5,M,call,4,5,4,1,2,2
1198,1199,6,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,8,6,10,10,2,2
1203,1204,3,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,1,10,10,10,2,2
1206,1207,0,Detractor,N,4,8,Married,Tier1,Cash,5,M,call,7,6,9,4,5,2
1210,1211,4,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,7,6,1,2,3,2
1212,1213,0,Detractor,N,4,5,Married,Tier1,Card,7,M,call,5,8,8,9,5,2
1213,1214,2,Detractor,N,4,7,Not Married,Tier2,e-Wallet,6,F,call,2,8,4,6,2,2
1216,1217,3,Detractor,N,4,10,Married,Tier2,Card,2,M,call,7,8,4,7,2,2
1218,1219,8,Passives,Y,4,4,Married,Tier1,Cash,4,M,e-comm,9,8,6,1,1,2
1219,1220,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,4,F,call,3,10,7,1,2,2
1222,1223,4,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,2,6,7,6,5,2
1223,1224,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,5,2,6,5,2
1224,1225,4,Detractor,N,4,10,Married,Tier1,Card,5,M,call,3,5,2,6,5,2
1225,1226,0,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,10,7,1,6,5,2
1231,1232,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,6,6,4,7,3,2
1232,1233,8,Passives,Y,4,1,Married,Tier3,Card,3,M,call,6,7,8,3,2,2
1234,1235,2,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,1,8,7,5,4,2
1237,1238,6,Detractor,N,4,9,Not Married,Tier2,e-Wallet,1,F,call,5,7,10,9,2,2
1251,1252,8,Passives,N,4,4,Not Married,Tier1,Ziggy Credit,6,F,e-comm,9,7,2,7,1,2
1252,1253,0,Detractor,N,4,6,Married,Tier2,Card,1,M,call,3,9,4,6,2,2
1254,1255,6,Detractor,N,4,8,Married,Tier1,Cash,3,M,call,10,8,5,8,2,2
1258,1259,6,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,5,5,5,2,3,2
1259,1260,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,2,F,call,8,10,2,9,2,2
1265,1266,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,7,10,7,8,2,2
1266,1267,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,9,7,2,8,4,2
1271,1272,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,4,F,call,7,9,2,7,6,2
1274,1275,7,Passives,N,4,3,Married,Tier3,Cash,7,M,call,6,10,8,8,1,2
1277,1278,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,7,6,3,5,3,2
1281,1282,2,Detractor,N,4,1,Not Married,Tier1,e-Wallet,3,F,call,9,8,8,3,4,2
1282,1283,6,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,9,8,5,4,6,2
1286,1287,7,Passives,Y,4,5,Married,Tier3,Cash,2,M,call,5,9,2,3,5,2
1287,1288,3,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,3,F,call,5,10,9,3,4,2
1292,1293,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,4,6,2,8,4,2
1293,1294,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,10,1,1,2
1297,1298,3,Detractor,N,4,9,Not Married,Tier2,e-Wallet,3,F,call,1,6,8,9,6,2
1299,1300,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,9,3,9,4,2
1305,1306,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,3,F,call,2,6,8,7,2,2
1309,1310,4,Detractor,N,4,7,Not Married,Tier2,e-Wallet,7,F,call,5,8,9,5,1,2
1311,1312,8,Passives,N,4,1,Not Married,Tier1,Ziggy Credit,7,F,e-comm,8,10,4,6,4,2
1315,1316,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,7,F,call,8,10,3,1,3,2
1316,1317,7,Passives,N,4,4,Married,Tier3,Card,2,M,call,8,7,6,10,5,2
1321,1322,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,1,F,m-comm,1,10,2,8,2,2
1323,1324,5,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,1,6,3,2
1326,1327,5,Detractor,N,4,5,Married,Tier1,Cash,6,M,call,4,6,8,8,1,2
1327,1328,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,m-comm,5,8,4,7,1,2
1329,1330,0,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,9,3,4,2
1332,1333,7,Passives,Y,4,2,Married,Tier1,Card,2,M,e-comm,9,9,8,3,2,2
1335,1336,2,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,1,F,call,1,8,2,8,6,2
1342,1343,8,Passives,Y,4,10,Married,Tier2,Cash,6,M,m-comm,3,9,3,6,4,2
1346,1347,7,Passives,N,4,6,Married,Tier3,Cash,2,M,call,4,10,5,6,3,2
1350,1351,3,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,10,9,1,10,5,2
1358,1359,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,10,2,4,4,2
1360,1361,1,Detractor,N,4,9,Married,Tier2,Card,4,M,call,8,8,4,10,6,2
1363,1364,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,6,F,call,10,9,6,6,3,2
1369,1370,4,Detractor,N,4,9,Not Married,Tier2,e-Wallet,4,F,call,4,5,7,2,1,2
1371,1372,5,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,6,F,call,2,7,8,5,1,2
1375,1376,7,Passives,N,4,1,Not Married,Tier2,Ziggy Credit,3,F,m-comm,5,10,6,9,3,2
1378,1379,1,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,9,8,9,8,1,2
1379,1380,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,1,F,call,5,8,3,6,6,2
1380,1381,0,Detractor,N,4,9,Married,Tier1,Card,7,M,call,1,10,4,3,3,2
1384,1385,0,Detractor,N,4,8,Married,Tier2,Card,7,M,call,9,7,1,9,4,2
1385,1386,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,6,6,10,2,5,2
1386,1387,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,3,8,5,6,4,2
1390,1391,5,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,3,9,2,6,1,2
1394,1395,7,Passives,Y,4,4,Married,Tier3,Cash,5,M,call,5,10,4,6,5,2
1396,1397,4,Detractor,N,4,9,Married,Tier2,Card,1,M,call,10,9,8,3,3,2
1400,1401,7,Passives,N,4,10,Married,Tier3,Card,4,M,call,7,8,4,3,2,2
1401,1402,7,Passives,N,4,3,Not Married,Tier1,e-Wallet,6,F,e-comm,4,7,8,9,1,2
1402,1403,1,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,8,7,7,1,4,2
1413,1414,5,Detractor,N,4,9,Not Married,Tier1,e-Wallet,1,F,call,9,9,10,10,1,2
1416,1417,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,4,8,6,10,4,2
1426,1427,2,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,8,9,3,7,4,2
1429,1430,6,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,5,5,2,2,2,2
1431,1432,6,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,9,3,4,2
1432,1433,5,Detractor,N,4,3,Married,Tier2,Card,2,M,call,4,10,10,3,4,2
1434,1435,7,Passives,Y,4,10,Married,Tier1,Cash,2,M,e-comm,1,10,10,7,8,2
1435,1436,1,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,2,9,8,4,6,2
